Date,Open,High,Low,Close,Adj Close,Volume,Name
2018-11-05,18.799999,18.91,18.312,18.500999,18.500999,3213000,SHOPIFY
2018-11-06,18.538,18.872999,18.263,18.514999,18.514999,2456000,SHOPIFY
2018-11-07,18.837999,19.591,18.663,19.386999,19.386999,4599000,SHOPIFY
2018-11-08,19.351,19.76,19.261999,19.702,19.702,2826000,SHOPIFY
2018-11-09,19.4,19.4,18.319,18.622999,18.622999,3507000,SHOPIFY
2018-11-12,18.476999,18.476999,17.315001,17.957001,17.957001,3999000,SHOPIFY
2018-11-13,18.120001,18.556999,17.77,18.393,18.393,3946000,SHOPIFY
2018-11-14,18.599001,19.118,18.5,18.9,18.9,2967000,SHOPIFY
2018-11-15,18.816,19.905001,18.785,19.787001,19.787001,4408000,SHOPIFY
2018-11-16,19.198999,19.9,19.0205,19.879999,19.879999,3298000,SHOPIFY
2018-11-19,19.844999,19.924999,17.601999,17.632999,17.632999,5141000,SHOPIFY
2018-11-20,16.48,18.042,16.200001,17.934,17.934,5917000,SHOPIFY
2018-11-21,18.5,18.599001,17.534,17.569,17.569,4339000,SHOPIFY
2018-11-22,17.599001,17.809999,17.541,17.638,17.638,606000,SHOPIFY
2018-11-23,17.450001,18.011,17.216999,17.825001,17.825001,1436000,SHOPIFY
2018-11-26,18.225,19.158001,18.129999,19.145,19.145,3302000,SHOPIFY
2018-11-27,18.888,19.472,18.761,19.202999,19.202999,2821000,SHOPIFY
2018-11-28,19.466999,19.91,19.368,19.9,19.9,3214000,SHOPIFY
2018-11-29,19.870001,20.106001,19.43,19.785999,19.785999,2915000,SHOPIFY
2018-11-30,19.902,20.315001,19.707001,20.224001,20.224001,3659000,SHOPIFY
2018-12-03,20.749001,20.959999,20.336,20.735001,20.735001,3884000,SHOPIFY
2018-12-04,20.587,21.004999,19.791,19.912001,19.912001,3219000,SHOPIFY
2018-12-05,20.099001,20.299999,19.65,19.969999,19.969999,943000,SHOPIFY
2018-12-06,19.171,21,19.08,20.965,20.965,4379000,SHOPIFY
2018-12-07,20.870001,21.225,19.318001,19.513,19.513,4253000,SHOPIFY
2018-12-10,19.528,20.323,19.296,20.323,20.323,3546000,SHOPIFY
2018-12-11,20.733999,21.275999,20.521,20.73,20.73,3642000,SHOPIFY
2018-12-12,21.101,21.825001,21.056,21.378,21.378,4458000,SHOPIFY
2018-12-13,21.594,21.93,21.316,21.511999,21.511999,3224000,SHOPIFY
2018-12-14,19.868,19.959,18.724001,18.766001,18.766001,9389000,SHOPIFY
2018-12-17,18.724001,18.724001,17.252001,17.379999,17.379999,6439000,SHOPIFY
2018-12-18,18,18.313,17.658001,18.101,18.101,4690000,SHOPIFY
2018-12-19,18.202,18.879999,17.785999,17.944,17.944,4516000,SHOPIFY
2018-12-20,17.700001,18.198999,16.427,17.209,17.209,8456000,SHOPIFY
2018-12-21,17.322001,17.396,16.559,16.639,16.639,5886000,SHOPIFY
2018-12-24,16.26,16.684999,16.002001,16.156,16.156,3813000,SHOPIFY
2018-12-27,17.103001,18.049999,17.1,18.025999,18.025999,4401000,SHOPIFY
2018-12-28,18.377001,18.545,17.658001,18.202,18.202,3511000,SHOPIFY
2018-12-31,18.5,19.165001,18.41,18.879,18.879,3013000,SHOPIFY
2019-01-02,18.202,18.899,17.914,18.711,18.711,3016000,SHOPIFY
2019-01-03,18.483999,18.483999,17.459,17.490999,17.490999,3157000,SHOPIFY
2019-01-04,18,18.674999,17.915001,18.497999,18.497999,2684000,SHOPIFY
2019-01-07,18.686001,19.389999,18.52,19.191,19.191,2804000,SHOPIFY
2019-01-08,19.5,19.909,19.167999,19.320999,19.320999,2764000,SHOPIFY
2019-01-09,19.465,19.867001,19.1,19.636,19.636,2598000,SHOPIFY
2019-01-10,19.486,19.83,19.150999,19.596001,19.596001,1679000,SHOPIFY
2019-01-11,19.481001,19.910999,19.462,19.813,19.813,1531000,SHOPIFY
2019-01-14,19.52,19.9,19.174999,19.77,19.77,2296000,SHOPIFY
2019-01-15,19.889999,20.587999,19.847,20.472,20.472,2646000,SHOPIFY
2019-01-16,20.603001,21.024,20.356001,20.910999,20.910999,2757000,SHOPIFY
2019-01-17,20.896999,21.26,20.768,20.968,20.968,2190000,SHOPIFY
2019-01-18,21.25,21.25,20.905001,21.055,21.055,2279000,SHOPIFY
2019-01-21,21.025,21.177999,20.804001,21.018999,21.018999,750000,SHOPIFY
2019-01-22,20.933001,21.127001,20.566999,20.886999,20.886999,2016000,SHOPIFY
2019-01-23,21.087999,21.379999,20.65,20.919001,20.919001,1814000,SHOPIFY
2019-01-24,20.900999,21.273001,20.886999,21.15,21.15,1568000,SHOPIFY
2019-01-25,21.291,21.636499,21.219999,21.546,21.546,2392000,SHOPIFY
2019-01-28,21.164,21.382,21.02,21.131001,21.131001,1799000,SHOPIFY
2019-01-29,21.287001,21.287001,20.507,20.861,20.861,2246000,SHOPIFY
2019-01-30,21.111,21.403999,20.879999,21.362,21.362,1588000,SHOPIFY
2019-01-31,21.35,22.283001,21.295,22.118,22.118,3481000,SHOPIFY
2019-02-01,22.125,22.375999,21.933001,22.325001,22.325001,1591000,SHOPIFY
2019-02-04,22.355,22.937,22.355,22.761,22.761,1626000,SHOPIFY
2019-02-05,22.864,23.225,22.756001,22.795,22.795,1680000,SHOPIFY
2019-02-06,22.66,22.982,22.504,22.912001,22.912001,1826000,SHOPIFY
2019-02-07,22.688999,23.1,22.688999,22.872,22.872,2071000,SHOPIFY
2019-02-08,22.68,23.469,22.525,23.33,23.33,2480000,SHOPIFY
2019-02-11,23.5,23.950001,22.983,22.983,22.983,3316000,SHOPIFY
2019-02-12,21.67,23.292999,21.282,23.237,23.237,4455000,SHOPIFY
2019-02-13,23.554001,23.818001,22.639999,22.753,22.753,2689000,SHOPIFY
2019-02-14,22.700001,23.551001,22.605,23.438999,23.438999,2567000,SHOPIFY
2019-02-15,23.503,23.667999,23.035999,23.605,23.605,2231000,SHOPIFY
2019-02-19,23.702999,24.549999,23.549999,23.975,23.975,3262000,SHOPIFY
2019-02-20,24.104,24.26,23.356001,23.635,23.635,2332000,SHOPIFY
2019-02-21,23.697001,23.825001,23.374001,23.615999,23.615999,2143000,SHOPIFY
2019-02-22,23.763,24.146999,23.688999,24.146999,24.146999,1830000,SHOPIFY
2019-02-25,24.499001,24.874001,24.268,24.773001,24.773001,2336000,SHOPIFY
2019-02-26,24.686001,24.82,24.252001,24.414,24.414,2272000,SHOPIFY
2019-02-27,24.396,24.896999,24.274,24.886999,24.886999,1881000,SHOPIFY
2019-02-28,24.895,25.200001,24.712,24.927999,24.927999,2954000,SHOPIFY
2019-03-01,25.200001,25.635,25.033001,25.471001,25.471001,2376000,SHOPIFY
2019-03-04,25.555,25.938999,24.316999,24.820999,24.820999,3260000,SHOPIFY
2019-03-05,24.820999,25.268,24.598,25.091999,25.091999,2108000,SHOPIFY
2019-03-06,25.18,25.290001,24.754,25.195,25.195,2444000,SHOPIFY
2019-03-07,25.105,25.530001,24.841,25.193001,25.193001,2036000,SHOPIFY
2019-03-08,24.513,25.474001,24.299999,25.436001,25.436001,3279000,SHOPIFY
